,id,member_id,loan_amnt,grade,desc
127,1336513,1581662,10000.0,C,"  Borrower added on 06/04/12 > I am requesting this loan to pay off all my credit cards. I was working for a company a few years ago and had to live off them to survive.3 1/2 years ago,I started with a big corporation making good money.I just need a fixed rate loan to comletely wipe out my debt faster than revolvings rates would.<br><br>  Borrower added on 06/05/12 > I have never been late or delinquent on any of my bills. The reason my credit is lower is because of my balances compared to my limits. I will be able to pay off all credit cards with this loan.<br>"
1008,489556,624693,5500.0,B,  Borrower added on 03/01/10 > I plan to use the funds to pay of credit card debt. Being that I have a home I am a good borrower. Also I just started working a second job so the loan will be paid of quicker than 36 months.<br/>
836,726234,921576,17000.0,B,"  Borrower added on 05/05/11 > The funds will only be used to pay off credit card balances withe Capital One Bank, Discover Card and GE Money Bank<br/>"
983,3378072,4230781,6400.0,B,"  Borrower added on 02/11/13 > just trying to get a new start, payoff these high interest credit cards and have a little less stress in my life. i wish to thank you for consideration for this loan<br>"
1040,872955,1087237,3000.0,A,  Borrower added on 09/10/11 > I am borrowing thes funds to help a family member out on a small business venture.  I have a secure and stable  job . I pay my bills on time each month. This loan will not hinder my monthly budget.<br/>null
134,404152,450342,2000.0,D,I am a graduate of Washington University in St. Louis.  I need to take some courses over the summer in order to get into graduate school and the money will be used for that purpose.
740,1334851,1580202,30000.0,A,  Borrower added on 06/08/12 > I have one loan monthly payment of $490. I pay $900 a month to reduce the principle. New loan payment would be $934. I save $1200-$1500 a month. Monthly expenses paid 2-3 weeks ahead of time. 12 months ahead on auto loan. $0 in credit card balances.<br>
116,8264980,10007120,6500.0,B,  Borrower added on 10/19/13 > Pay off two high interest rate debts and reduce my monthly payment by $100.00.<br>
477,1263586,1506972,16000.0,C,"  Borrower added on 04/27/12 > I plan on paying off all my credit cards. After that's taken care of, I will close some of my accounts. I always pay my bills on time since it's the  most important way to get a great credit score. I have also been at my job 16 years. I believe in loyalty.<br>"
94,6736583,8338880,5500.0,C,"  Borrower added on 08/09/13 > I am interested in consolidating my loans and credit cards for more manageable monthly payments. My credit cards have high interest rates so it seems as though I hardly ever touch my principle balances. Ultimately, I would like to reduce my interest rates helping me be able to pay them off sooner.<br>"
993,8185473,9927571,10000.0,D,  Borrower added on 10/18/13 > I got this loan after reviewing my credit score to consolidate debt. Thank you Lending Club<br>
308,3056794,3729372,18000.0,C,"  Borrower added on 01/22/13 > I'm obtaining this loan to pay off high interest credit cards.  With the help of Lending Club, I will be able to save a little each month with a loan from your company.  I am in good standing with my current accounts and thought that it would be easier to have 1 bill each month.    <br><br>Thank You!<br>"
11,8855915,10647946,22800.0,B,  Borrower added on 11/11/13 > This loan will help us pay expenses incurred to prepare a house we recently sold for the market and to help family members cover unexpected expenses. It will help us more put savings towards a new house.<br>
1071,1406134,1655306,4750.0,A,"  Borrower added on 07/15/12 > I'm looking to get a loan to consolidate my credit card debt &amp; lower my interest rate, if there is any of you that want to invest your money on me just want to assure you that I will pay you back , I'm current on all my payments but just see that all my payments go to interest rate. Thank you<br>"
1003,11425245,13357394,14075.0,D,  Borrower added on 01/30/14 > Home buying and small debt consolidation<br>
1048,3695688,4668000,16000.0,C,  Borrower added on 03/09/13 > Consolidating my credits card to one monthly payment and canceling credit cards.<br>
572,9666168,11518007,8500.0,B,  Borrower added on 12/10/13 > taxes<br>
657,7694731,9396877,24800.0,B,  Borrower added on 10/13/13 > A loan to pay off credit cards.  We consistently make the payments but would like to be able to completely pay off debt in 5 years.   The process we are currently doing will result in us paying for 15 years.<br>
314,3697759,4670413,20000.0,A,"  Borrower added on 03/11/13 > As stated in the title of my application, the purpose of borrowing is to pay off high interest credit card balances. I borrowed with LendingClub before (a loan of $20,000 over 36 month as well and which is closed and paid off since May 2012)<br><br>"
292,10081540,11932910,16000.0,B,  Borrower added on 01/04/14 > Credit card consolidation and final payoff of installment loan.<br>
822,5966055,7438416,11700.0,C,  Borrower added on 06/23/13 > Home improvement<br>
412,12477509,14489626,25000.0,A,"  Borrower added on 03/01/14 > Credit Card Refinancing.  Currently have decent rates, but am paying around $2700 per month to reduce balances.  Would like a fixed rate with set monthly amount to know exact amount and time frame to be debt free.  Thanks for your consideration.<br>"
1106,497045,637086,10000.0,A,"  Borrower added on 03/30/10 > This loan will be used for a new decorative concrete patio which will increase the value of our home by 15-20,000.  We always make payments on time and both have been with our respective companies for 5 years.<br/>"
916,758321,958473,7400.0,F,  Borrower added on 05/16/11 > plan to use the funds to pay off credit cards for good!!<br/> Borrower added on 05/16/11 > making good money at a steady job and need to get rid of all the high interest rates.<br/>
1054,533888,690073,6400.0,A,  Borrower added on 06/19/10 > vacation funds and to consolidate bills. What makes us good borrowers we pay our bills on time and are in good standing with our creditors.Both of us have stable jobs.<br/> Borrower added on 06/21/10 > This loan was a last minute thought before our vacation. We decided to get married on the beach during our vacation and for this reason we decided to see about getting a small loan to give us some more funds to do that while we were on vacation.<br/>
669,8618206,9256806,4950.0,C,  Borrower added on 11/05/13 > I want to lower my p ayments as to much interest and have peace of mind<br>
91,1634876,1907048,35000.0,E,  Borrower added on 10/18/12 > I will be paying off my credit cards to consolidate the payments into one payment.  This will allow me to pay off my debt in 5 years as apposed to the 10+ years it will take at my current rate.<br>
1045,3160510,3873045,11525.0,D,  Borrower added on 01/15/13 > I am a new food truck operator in Washington DC. We will be vending for this year's Presidential Inauguration and need the funds to stock up on supplies/food for the thousands of people expected to be in attendance.<br>I have had a stable job for the last 5 years.<br>
805,10925142,12817284,12000.0,C,  Borrower added on 02/03/14 > I am consolidating a loan and 2 credit cards.<br>
992,3186852,3919746,1600.0,E,"  Borrower added on 01/16/13 > I am using this loan on a security deposit for an apartment, as well as moving expenses.  I am using this to move closer to my new job.  If I get this apartment, I will be able to walk to work, saving 2 hr. daily driving time and $500 monthly on gas/parking fees - great for repayment.<br>"
550,247983,247214,4000.0,C,"I will use the money to consolidate my credit card debt into one payment.   So that my interest isn't as high.  and will be easy to save more money, and get out of debt faster."
115,3445418,4308977,20000.0,B,"  Borrower added on 02/18/13 > I would like to pay off some high interest credit cards by using this loan, and the lower payments would also free up some monthly cash that I could put into a savings account.<br>"
736,1373382,1617622,6000.0,C,"  Borrower added on 06/25/12 > The loan is for a trucking company.The trucking company will be transporting containers in and out of the Georgia Ports Authority. The truck is projected to bring in 1,500 tio 2,000 weekly.On a slow week the truck is projected to bring in at least 800 to 1,000 weekly.This business will be a success.<br><br> Borrower added on 06/25/12 > The truck will be transporting containers from the port in Brunswick,Ga also. The truck is allowed to be on the road up until 11 hours a day. So the goal a day for the truck to make at least 400.00 to 500.00 a day. We have the largest port in this area. Its plenty work and plenty money to be made.<br><br>  Borrower added on 06/26/12 > This is the peak season for the trucking business.  A lot development is going on in this area of Savannah,Ga. Will transporting containers containing chicken, electronics,tile, and water.<br><br>  Borrower added on 06/26/12 > The company I wanna sign on to is in the process of signing a new contract. The truck will be averaging at least 40 to 50 a week<br><br>  Borrower added on 06/26/12 > The Georgia Port Authortiy controls the local market in this area. So the trucking business plays a major part in distributing things in this particular area. The more loads, the more money to be earn.<br><br> Borrower added on 06/26/12 > I plan to start off with one truck and build as the business grows. This business will be very successful. I'm just trying to secure my future at this point in my life. For me and my family.<br><br>  Borrower added on 06/28/12 > Good morning investors. I'm in dying need of this loan. I'm just tryin to live out my dreams here. This small loan will help secure future. The trucking business is such a success in this area and I feel like I'm losing out on a lot of money right now. I appreciate y'all helping me though<br><br>  Borrower added on 06/28/12 > Good afternoon investors I really appreciate yall for even giving my particular investment a chance and also for me to carry out one of my many dreams.<br><br> Borrower added on 06/28/12 > The money I will gain from this will have your loan paid back immediately. I also look forward to borrowing from u guys again in the near future. It would be nice to link up and talk to someone on the phone so I can get a better in sight about other investments.<br><br> Borrower added on 06/28/12 > The truck is protected to do really good numbers monthly.<br><br> Borrower added on 06/28/12 > The goal for the truck is monthly is at 6,000 a month. Also money will be set aside for emergency issues and maintenance work.<br>"
